,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount,Duration,Peak Season,Before Season months,Months left for End of Season,AVG Sales,avg order cost,Loan Amount
505,Luis Kelly,110632.8,112287.19,91808.31,164488.3,160475.28,151266.15,120496.92,147410.11,151577.05,110698.46,117856.54,69207.79,24,1,3308,11,1,0,0,125684,37.99395405078597,434953.75410926883
506,Darrell Campos,65629.59,68299.79,70647.26,71602.19,55985.92,85626.25,171227.09,130322.21,74930.55,51090.85,67878.58,54130.56,18,0,3264,5,0,1,1,80614,24.697916666666668,161186.2851501809
507,Douglas Clark,180928.02,124528.33,141421.05,157279.03,147970.57,177177.76,188848.44,153245.72,362560.53,271882.95,473170.39,458201.91,80,1,488,15,1,0,1,236435,484.49795081967216,494826.8303571264
508,James Duncan,108148.05,118298.77,147076.54,135960.67,140263.77,108272.22,101969.72,149832.54,127387.43,273587.68,233386.02,163792.17,40,0,323,6,0,2,1,150665,466.45510835913313,381694.5422867658
509,Annette Zamora,211480.74,86835.79,70203.81,78656.24,59807.42,57957.9,62945.03,94121.06,71690.13,80757.38,81887.69,73860.56,70,0,2703,9,0,2,0,85850,31.761006289308177,206935.32225385672
510,Donna Clayton,40759.24,57722.97,48853.33,79705.18,104023.78,35596.59,43667.39,52405.47,57523.47,44564.55,48451.05,48113.63,72,1,4658,16,0,1,1,55116,11.832546157148991,194128.7809558152
511,Amanda Allen,155704.3,152905.92,138944.58,147596.33,156927.4,122862.7,98368.37,125508.77,134212.51,164177.8,164626.98,275968.73,72,0,4877,7,0,2,0,153150,31.402501537830634,262373.54934354516
512,Travis Lee,41672.74,60831.43,59524.89,53003.22,62607.97,57712.33,57939.83,43597.91,74553.42,42024.51,201274.66,144382.22,63,0,3013,16,0,3,1,74927,24.867905741785595,259214.94228087246
513,Charles George,100771.89,159106.15,163268.04,93994.47,130244.21,130905.19,146706.03,240716.2,212267.71,263932.58,168634.82,276978.52,44,0,3224,21,1,0,4,173960,53.95781637717121,570347.0151552751
514,Tiffany Cameron,112046.16,128187.31,136660.28,100075.38,98119.32,281831.43,282034.53,316007.87,338351.47,315692.96,286114.89,147472.6,50,1,343,12,0,1,5,211883,617.734693877551,582588.336315814
515,Beverly Harris,151455.87,136330.88,128442.11,125290.8,472263.89,330756.1,458589.26,525815.96,433956.56,482652.06,597457.01,518023.73,43,1,2632,8,0,3,7,363420,138.0775075987842,712280.0359935822
516,Nicholas Martinez,145301.46,174301.19,175690.54,208836.96,209724.71,124390.11,364111.35,208410.84,184065.55,210201.41,175206.14,219874.54,60,0,3849,13,1,0,0,200010,51.96414653156664,704569.2769821093
517,Brandon Burton,136071.04,150685.77,183529.98,168491.49,159566.77,168311.42,127978.21,149208.95,161749.93,117696.24,107785.57,272648.01,80,1,153,5,0,1,0,158644,1036.888888888889,304428.07344378316
518,Brandi Davis,137030.48,163737.2,150078.54,162328.79,139867.41,133796.43,145497.78,149838.48,153450.79,123797.26,164312.82,417047.62,60,0,221,8,0,3,0,170065,769.5248868778281,569743.5092417946
519,Michael Marsh,139638.61,90471.74,118524.66,133443.27,127890.07,119254.91,86148.44,118488.87,116208.21,146290.49,99231.87,299985.13,74,1,3779,18,0,1,0,132965,35.18523418893887,553177.7334261453
520,Jennifer Avery,217382.65,189429.83,153790.1,202478.11,192285.19,201153.16,219212.33,212433.36,192596.19,122962.01,315656.95,125230.48,22,0,1167,12,1,0,0,195384,167.4241645244216,500575.5938679356
521,Katie Sanchez,105103.41,154646.42,147450.33,125701.29,113759.56,89369.83,121893.34,159024.85,97846.22,114671.74,138986.68,275757.51,63,1,4983,14,0,1,0,137018,27.49709010636163,459192.257555007
522,Adam Miller,24657.12,28378.06,32790.62,26498.26,26443.94,28963.37,33309.07,22566.0,33725.71,22139.74,35105.78,54641.81,46,0,4480,7,1,0,0,30768,6.867857142857143,67072.61100392274
523,Amanda Castillo,152470.69,203085.77,196314.98,142282.44,181611.88,126458.34,176475.85,180783.28,137658.42,154552.69,136477.73,451400.17,21,0,3235,6,0,1,0,186631,57.691190108191655,617502.1260570195
524,Shawn Allison,71232.51,84066.6,127240.87,97701.28,117794.83,90338.73,87680.4,109286.21,88848.78,37478.13,27050.69,40155.22,55,1,4718,7,1,0,7,81573,17.289741415854177,127896.39879078325
525,Michael Jones,20648.53,15619.58,24355.25,37937.93,31924.41,39307.34,33961.67,27121.62,36268.37,25530.53,21686.89,29816.54,44,0,3508,16,0,1,8,28682,8.176168757126568,67302.55802962455
526,Angie Robinson,40419.34,39072.84,32201.78,39547.98,40114.43,54106.05,116416.12,122622.85,72625.57,42258.88,53542.0,35499.72,49,1,2299,16,0,2,2,57369,24.953892996955197,223555.77244793077
527,Laura Brown,156526.65,152821.28,137207.18,208880.26,141078.98,160905.22,210809.71,205980.29,190520.91,301959.35,119155.53,125173.28,22,1,4875,14,1,0,0,175918,36.085743589743586,726597.8464581448
528,Steven Morrow,86765.92,83108.75,76170.39,135978.26,250635.52,256132.39,329227.62,275421.76,126594.15,134907.17,121788.64,129682.33,68,0,2542,18,0,3,3,167201,65.77537372147916,398510.02075052564
529,April Hill,217721.89,233858.7,152821.55,167722.77,210546.6,241818.36,431530.34,561474.99,463051.26,483279.61,552279.67,604876.69,65,1,4388,16,1,0,5,360082,82.06061987237922,762164.7245955373
530,Theresa Davis,155331.41,227175.84,250770.31,626695.03,465845.32,553534.61,489461.29,627221.85,635186.6,549673.5,417209.09,172256.38,38,1,4024,10,1,0,2,430863,107.07331013916502,830024.9862464409
531,Paul Chavez,191753.86,161152.44,213198.97,197019.11,148543.17,172553.18,218736.29,194359.02,390956.34,494769.37,345249.42,348943.69,51,1,4054,13,0,3,3,256436,63.25505673408979,460375.22592593834
532,Nicholas Lopez,90362.81,77918.05,58416.53,82068.61,98780.69,163805.35,238252.88,157509.79,269750.59,224054.07,77880.1,80984.54,79,0,1953,13,1,0,0,134982,69.11520737327189,389313.6206574231
533,Tara Vargas,174979.13,197309.94,246537.73,344012.14,316120.52,431836.62,442955.81,324216.57,160807.21,194932.85,174700.92,214761.22,15,1,360,13,1,0,4,268598,746.1055555555556,658503.035749534
534,Jason Adams,136905.18,365840.03,377570.26,262022.92,419135.31,434893.85,298660.58,476182.12,308972.5,372589.15,455322.41,161965.92,49,1,1118,8,1,0,3,339172,303.37388193202145,401753.6128994432
535,Pedro Young,51606.63,56404.9,86392.46,69233.33,78311.6,68934.63,84538.24,87529.12,66841.98,91087.93,118933.74,77575.65,79,0,4333,15,0,3,0,78116,18.028156012000924,231383.86124753763
536,Monica Mosley,48365.09,54262.95,46027.64,45789.95,72974.03,71616.49,77804.75,131642.91,126099.47,100687.0,46625.75,52977.91,62,0,2644,6,0,1,2,72906,27.574130105900153,284029.2376361615
537,Nicholas Fitzgerald,30306.96,46230.08,46408.16,49408.47,92411.31,80005.73,72199.37,106043.9,81045.82,77291.89,79876.18,97721.22,63,1,1509,7,1,0,2,71579,47.43472498343274,135909.47368068536
538,Janet Martinez,143863.71,203253.72,216378.13,204325.68,144865.77,226337.21,156232.55,136017.01,236490.08,571356.73,220337.54,196441.81,28,1,76,5,0,2,0,221325,2912.1710526315787,720709.070828813
539,Austin Barnes,232457.7,180427.79,249526.49,211972.21,209226.53,357577.52,306163.82,418735.71,334756.27,411193.64,493836.75,140312.67,54,1,2136,13,0,3,5,295516,138.3501872659176,764948.2013408454
540,Alan Wells,164974.37,108596.74,158656.9,152393.81,171005.41,124393.09,164686.86,383094.98,171901.34,129954.04,189514.04,153348.28,42,1,569,10,1,0,0,172710,303.53251318101934,436403.1507913883
541,Larry Garcia,140234.58,170650.32,202399.37,143294.49,172388.18,242388.59,429112.92,496343.66,497657.52,159733.61,184345.72,148286.75,80,0,2479,15,0,3,2,248903,100.40459862847922,697106.6534505105
542,Sarah Mcclure,54991.73,47564.37,57538.51,34734.2,50146.11,50520.83,107519.1,76454.41,49952.56,53258.89,48082.22,34688.86,68,0,4514,13,1,0,1,55454,12.284891448825874,128595.7499185537
543,Zachary Obrien,221694.45,204363.06,172927.14,225431.99,197031.76,158453.91,220485.88,179568.73,217625.09,151163.29,193020.43,232787.88,20,1,3201,16,0,3,0,197879,61.81786941580756,583243.938433824
544,Mathew Griffith,106333.57,100606.58,174835.6,160071.54,112750.77,82278.91,117298.37,105601.26,112841.41,128414.18,114144.81,102247.76,55,0,3167,5,1,0,1,118119,37.296810862014524,351547.236337097
545,Allison Fuller,56769.67,47552.87,31144.96,18173.0,30146.79,28550.49,31071.57,19027.62,32939.9,19022.34,23802.17,18322.53,76,1,4414,9,1,0,0,29710,6.730856366107838,99590.35604345586
546,Lacey Taylor,151431.06,94367.1,104488.27,107968.73,104538.71,89607.82,97958.28,289808.7,283476.43,194181.56,235939.33,194145.69,68,1,4739,6,0,3,4,162326,34.25321797847647,567518.957119172
547,Sean Brown,140382.56,150152.92,182873.33,122272.45,176805.66,174278.21,114196.67,245467.74,397280.38,325216.14,298042.47,448726.87,25,1,2638,8,1,0,4,231308,87.68309325246399,294184.09069820005
548,Anthony Bradley,30916.61,29100.58,33105.15,28033.97,25357.38,28532.75,23765.87,26167.39,28635.39,32198.04,23617.9,43322.54,65,0,1875,7,0,1,0,29396,15.677866666666667,80416.10384624008
549,Justin Brown,17926.12,20952.72,22838.61,20436.72,23296.2,24206.31,24683.3,21285.44,15821.34,22899.4,55094.98,43905.71,34,1,2130,20,1,0,0,26112,12.259154929577464,88687.82973776164
550,Tiffany Reynolds,40627.12,33373.1,39955.92,30345.05,33701.76,94174.96,42561.12,33940.09,37417.47,33243.37,44530.74,26574.22,15,1,3611,13,0,3,0,40870,11.318194405981723,133696.9116722421
551,Karen Campos,53370.75,52457.47,36383.02,53570.16,43625.53,65972.61,47128.7,60287.03,166755.93,157883.5,161190.4,60027.42,21,1,2304,9,1,0,0,79888,34.673611111111114,155612.17767471264
552,Michael Martin,135772.75,151501.09,393387.39,473777.06,351347.63,396778.55,472790.25,320663.86,180554.39,208116.4,195367.29,157915.24,67,0,2681,13,1,0,4,286498,106.86236478925774,778822.9377555855
553,Ralph Dickerson,54181.28,58718.49,64131.75,83501.73,77181.42,85844.0,69304.26,81615.01,78228.98,88045.2,69619.74,85107.67,52,0,4883,6,1,0,1,74623,15.282203563383167,95508.07306772115
554,Heather Moore,183610.98,199528.34,296553.93,211834.91,180375.13,172168.33,277324.98,254520.92,277963.05,119627.52,113327.86,87956.65,69,0,4624,4,1,0,2,197899,42.79822664359862,209614.91056127107
555,Jessica Mccoy,146670.93,141077.65,126660.33,125882.47,184723.42,189368.92,193578.66,280833.88,206960.21,209155.17,105325.05,143320.09,70,0,1141,7,0,3,5,171130,149.98247151621385,374382.4927925324
556,Samantha Lopez,571347.72,508150.64,488667.29,331813.95,456254.18,494247.49,316135.98,335824.66,312179.67,480519.56,243359.45,137368.85,39,1,4613,7,0,1,9,389656,84.4691090396705,754970.1002456545
557,Caleb Mcmillan,26808.31,24067.83,25247.9,55687.35,47878.18,15884.78,22037.87,20650.68,27836.49,21401.65,26595.72,21324.68,51,1,2716,11,1,0,1,27952,10.291605301914581,73356.74388753467
558,George Mills,223000.02,194429.97,188662.97,169481.42,219251.38,171370.25,254545.42,217496.6,166247.73,137727.56,174630.14,174265.78,75,0,2346,7,0,2,0,190926,81.38363171355499,778124.8753734408
559,Joshua Gray,127720.18,98053.98,99404.98,125684.22,118381.85,123858.01,171289.92,170632.85,155699.35,139087.56,373979.74,157470.23,38,1,4165,7,1,0,0,155105,37.240096038415366,321957.84041159885
560,Janet Hogan,142815.23,135432.65,185805.18,151604.44,202051.6,224962.26,192792.76,362075.89,338231.45,253690.85,221039.84,149755.22,57,1,1349,11,1,0,1,213355,158.1578947368421,543994.962565457
561,Susan Frye,77328.72,76308.83,117797.06,104558.58,114464.27,163280.54,132431.73,122949.39,203355.44,132896.5,112857.57,172515.62,72,0,2182,4,0,3,6,127562,58.461044912923924,202616.7885200778
562,Angela Christensen,161204.22,194418.08,151250.09,190340.61,162536.36,125431.32,218658.53,180678.24,334546.09,377769.28,419053.66,427165.98,43,1,3100,12,1,0,3,245254,79.11419354838709,848472.9214331416
563,William Burke,93663.44,79473.17,79872.57,166233.94,181981.74,125786.53,111515.04,123910.57,181738.79,131746.92,79359.77,52492.27,69,0,851,17,1,0,5,117315,137.855464159812,336309.32018238987
564,William Lowe,205163.06,209485.64,146275.9,146995.86,191445.03,166988.89,115578.76,166604.44,122909.3,428968.55,478438.16,117423.08,27,0,4941,7,1,0,1,208023,42.10139647844566,618327.1152363532
565,Tyler Meyer,143814.24,138358.84,121256.57,285662.62,331442.53,250328.66,288323.59,151408.82,126288.25,99367.6,138244.53,112991.15,58,1,2323,5,1,0,1,182291,78.47223417993973,472300.97686657595
566,Brian Drake,37045.43,41934.04,35158.37,40506.87,35169.22,34718.95,29605.47,32975.19,96173.73,40072.35,30982.84,24749.87,44,0,4119,14,1,0,0,39924,9.69264384559359,163602.78691212542
567,Kelly Munoz,161126.2,133410.44,180458.27,153526.48,270616.1,362565.85,314332.46,309960.75,264383.3,339870.4,327542.77,175962.75,35,0,4274,11,0,2,6,249480,58.37154890032756,335714.22699443327
568,Jeffrey Hamilton,33396.53,34214.76,31084.59,26028.01,41112.86,24313.58,37458.69,28709.53,28769.87,71268.93,62281.69,38395.54,43,0,1391,14,1,0,1,38086,27.380301941049606,108775.79187376075
569,Katrina Mercer,166079.64,189790.7,148231.81,197611.04,160498.83,161605.18,131134.18,224680.65,316428.59,434250.12,299210.24,298803.92,53,1,4192,13,0,3,3,227360,54.23664122137404,681710.9253961006
570,Christine Hall,33995.33,51136.7,54012.46,53595.29,53271.45,38006.1,56885.77,44486.82,37578.39,32357.7,42863.31,110993.89,68,0,1569,22,0,2,0,50765,32.35500318674315,205542.6474958994
571,Mario Davis,26127.87,19764.51,21817.39,17874.73,42544.63,51864.49,44055.14,24653.16,24923.04,18653.75,23935.12,17721.68,75,1,2249,11,1,0,0,27828,12.373499333036905,47702.05684812292
572,Stacey Thomas,119765.93,143322.18,141064.18,98216.07,117054.34,140283.06,99007.12,148012.45,362563.16,348063.87,336873.09,90463.22,59,1,3645,12,0,2,2,178724,49.03264746227709,514910.69700193394
573,Lauren Burns,214951.02,178642.49,157167.36,459553.46,453958.46,458677.55,551516.57,582409.95,417392.12,570198.46,412739.88,434142.84,79,1,2095,12,0,1,8,407613,194.56467780429594,525639.7154707544
574,Lindsey Davis,122461.31,92728.23,81691.64,101041.89,112531.03,110595.45,83565.02,86326.03,89677.32,75005.61,283876.49,114811.71,46,1,479,13,0,1,0,112859,235.61377870563675,356137.9724197432
575,Michael Randolph,41655.21,64825.28,55612.53,51221.68,49527.99,60228.2,56621.63,45549.19,111150.61,125505.59,106743.69,95704.35,33,1,1764,8,1,0,1,72029,40.8327664399093,111177.39908169469
576,Maria Thompson,155589.92,161630.46,230197.8,145635.46,238140.65,209268.35,228339.41,211878.86,245857.64,576643.58,165119.25,157980.79,59,1,3955,8,1,0,0,227190,57.443742098609356,526040.3752386195
577,Ashley Torres,47584.95,45242.34,55766.31,120129.6,100692.08,110486.88,112140.87,66933.17,48578.34,47773.26,53948.14,61283.82,32,1,962,4,1,0,3,72547,75.41268191268192,110458.91067131418
578,Sarah Peters,350418.51,304649.26,352688.9,294806.03,229187.72,312302.32,216790.32,278672.64,238277.04,260574.03,227802.68,223976.83,69,1,379,23,1,0,1,274179,723.4274406332454,806883.0219476868
579,Jeanne Boyer,68442.96,52732.69,63356.18,117023.86,120347.3,136148.94,115958.75,89724.92,106177.08,124461.23,82152.64,64773.18,76,0,790,18,1,0,6,95108,120.38987341772152,224862.44077877997
580,Sara Meyers,230861.3,197072.86,204973.76,183780.39,444652.38,393395.06,503943.36,407480.06,360874.95,306787.49,312844.07,488504.04,30,1,2393,10,0,2,7,336264,140.5198495612202,539358.9682284901
581,Victor Wang,90425.63,156635.86,142892.19,206390.1,115086.41,71902.5,82297.54,96721.07,98030.78,98973.06,83468.31,81214.05,73,1,4183,8,0,2,2,110336,26.377241214439398,287996.6220688004
582,Jessica Cook,61968.85,69756.0,72279.3,135531.88,178099.76,170734.64,185486.87,191708.45,201030.51,193931.85,79983.49,57642.59,21,0,2850,14,0,1,6,133180,46.72982456140351,308651.9416486095
583,Laura Russell,91030.55,98358.35,78141.81,80288.32,86985.17,67307.43,86063.38,59279.45,93158.72,125088.8,93653.07,60102.14,28,1,4471,10,1,0,1,84955,19.001341981659586,287208.9606874911
584,Charlotte Gray,58742.62,57488.89,49482.81,52447.13,46306.22,87026.92,101355.92,94686.47,53646.12,54140.81,41683.71,35143.53,46,0,2461,10,0,2,2,61013,24.7919544900447,160516.26664299823
585,Kenneth Mann,154666.45,168790.77,571215.52,392404.31,217963.59,130097.99,141667.92,201055.72,145181.85,207592.72,214797.34,192037.04,40,0,51,4,0,3,1,228123,4473.0,590321.4544693946
586,Shawn Ford,36846.94,35590.59,44085.57,58884.53,42308.19,57151.69,57410.84,84254.33,85227.3,120978.98,85674.0,47845.14,20,1,808,21,1,0,0,63022,77.99752475247524,194208.7865955076
587,Mark Hammond,26898.45,29079.44,19954.11,17549.05,22076.78,18665.67,16898.62,20735.71,61492.66,54661.14,29210.51,27993.67,53,0,4434,9,1,0,0,28768,6.488046910239062,77359.80947980969
588,Linda Sutton,32138.35,35542.61,30471.93,29582.22,28837.99,44444.91,30281.18,76575.55,108550.67,78136.67,30505.37,48046.64,40,1,3991,7,0,2,2,47760,11.966925582560762,128023.77488211684
589,Amy Waters,58117.74,68853.59,68994.68,40844.63,62190.2,39762.97,70702.56,102491.55,68756.61,70322.92,50529.45,63950.77,68,1,4886,15,1,0,1,63793,13.056283258288989,256154.1888638316
590,Kenneth Richardson,101558.02,115027.51,146971.98,113687.23,300561.49,383140.8,373754.96,377025.07,120506.29,181495.59,168284.39,103511.45,62,1,4942,17,1,0,1,207127,41.91157426143262,639085.7591630336
591,Lisa Lopez,65193.17,53021.69,71145.79,59499.79,56805.21,63928.99,76448.06,79408.34,56644.88,79804.4,137048.59,88860.83,17,1,1655,9,1,0,0,73984,44.70332326283988,253167.45724832782
592,Mark Compton,175201.84,153888.05,248603.19,487160.28,407707.7,496565.28,439670.63,403059.97,517002.83,302044.88,314078.49,155581.01,60,1,4093,20,1,0,1,341714,83.48741754214512,892846.5520611285
593,Phillip Tyler,31401.23,26787.35,39103.69,24668.06,25582.12,35403.68,32572.87,37405.94,29474.57,37837.12,42536.52,22551.46,47,0,207,14,1,0,0,32110,155.12077294685992,103992.11887413017
594,Julie Trujillo,145857.98,289188.35,264838.46,244208.64,249966.79,363733.29,188224.96,182373.31,149391.36,173153.25,111889.07,163268.72,30,1,1835,20,0,3,4,210508,114.7182561307902,734772.95784811
595,Sean Jackson,135064.71,216802.81,205436.71,158760.63,206188.11,411121.31,348386.29,387055.88,468302.82,392634.83,526968.07,168433.99,44,1,1042,12,0,1,5,302096,289.9193857965451,803216.6321737258
596,Joseph Jimenez,100855.92,100224.39,79347.65,76155.86,86699.67,99992.39,72915.49,116922.76,115161.84,184429.84,249059.68,320720.88,74,1,266,15,1,0,0,133541,502.0338345864662,347433.70441634237
597,Elizabeth Ayala,334406.79,267358.49,295002.29,334752.13,299248.64,317157.72,241591.07,380689.77,115094.85,115941.37,130785.79,150417.96,32,0,650,14,1,0,7,248537,382.3646153846154,556518.8089782664
598,Mary Johnson,27894.37,38066.87,44216.83,24665.97,30732.31,25488.23,33160.97,74010.46,68953.87,57794.55,44250.27,35167.88,54,0,2382,24,1,0,2,42034,17.646515533165406,165361.9734628704
599,Heather Johnson,63363.83,86352.28,97815.35,58802.69,101687.34,62421.6,69700.16,56533.22,99943.26,151252.93,143933.12,71053.31,38,1,2795,5,1,0,0,88572,31.689445438282647,223815.56254043814
600,Jennifer Adams,47841.52,57168.91,47520.72,56006.64,57421.57,46961.58,47369.75,48207.09,44391.3,53630.72,53213.92,82434.93,50,0,2461,15,1,0,0,53514,21.74481917919545,258330.87626727036
601,Paul Carroll,132412.21,429717.21,315481.9,254461.82,248233.49,167719.46,133495.2,184015.76,113458.02,168948.69,134747.92,193100.06,60,1,739,10,1,0,1,206316,279.1826792963464,522531.03594753233
602,Jennifer Jones,151927.4,144135.1,176433.8,151102.88,168649.47,187784.2,116429.46,225351.42,345104.05,190002.79,315465.03,130989.22,78,0,3816,17,0,3,3,191948,50.30083857442348,519821.55639425665
603,Tracey Morrison,136820.73,172709.26,152170.52,327662.46,296456.56,452026.67,406492.13,381161.16,133417.61,153948.89,108503.4,183861.59,16,0,1306,7,1,0,0,242103,185.37748851454825,572785.1631416397
604,Alicia Branch,110912.49,99074.18,87911.82,95153.6,129455.78,124206.13,273759.84,353381.32,245364.71,111191.1,84265.3,127223.83,80,1,4226,7,1,0,2,153492,36.3208707998107,382090.6559823575
605,Angela Jones,127562.3,146964.09,150698.81,153707.61,146611.08,155186.84,300651.16,259670.93,298300.21,147891.32,116663.89,182024.04,54,1,4547,10,0,2,2,182161,40.061798988343966,548576.2984479705
606,Jason Moon,32706.77,19327.53,32745.42,30909.89,31156.12,33370.81,34285.41,36713.25,47950.44,20745.01,18839.31,26546.46,79,0,2059,11,1,0,3,30441,14.784361340456533,53069.97113798977
607,Karen Villarreal,31960.54,32728.77,37771.34,43251.57,45278.4,44765.23,75234.53,75965.17,89898.61,104535.53,58136.24,58156.62,74,0,125,17,0,1,3,58140,465.12,196657.33043476587
608,Brenda Hampton,94729.71,126932.03,152052.4,121885.69,383372.15,155922.76,158155.94,117314.87,141716.54,125863.59,103048.4,137014.54,67,0,1355,6,1,0,0,151501,111.80885608856089,430807.57017881604
609,Mark Atkins,33128.53,27002.61,28158.23,26202.08,25625.32,58831.8,31823.55,23466.04,27845.01,22368.28,31380.43,32288.62,44,1,309,5,0,1,0,30677,99.27831715210355,82543.05711727848
610,Ricardo Wilson,135951.89,172574.35,555631.52,173135.81,153750.82,133818.59,167870.86,190729.13,168103.97,126653.68,131773.07,129409.08,80,0,2953,11,0,1,0,186617,63.19573315272604,446220.10145655315
611,Adam Pierce,145879.4,88225.38,92741.8,111518.93,114129.7,85773.58,133203.27,120462.78,113711.81,127421.67,356263.42,145539.44,42,1,2224,19,1,0,0,136239,61.25854316546763,568626.4768252493
612,Blake Stevens,199404.86,163679.02,146107.33,405890.36,131378.03,107509.39,130495.91,129404.95,169563.89,158228.36,172499.07,173936.89,35,0,3871,8,1,0,0,174008,44.951692069232756,309516.6565773769
613,Aaron Baker,137700.07,305433.08,285782.79,262497.49,334118.45,229732.67,222407.81,275269.07,200812.49,249248.48,142135.65,132507.93,32,0,767,4,0,1,8,231470,301.78617992177317,388488.0146199872
614,Donald Coleman,78339.14,89284.14,129325.95,157690.94,121291.12,138959.98,149827.07,172306.05,59155.36,65318.94,80983.36,90346.53,47,1,4809,5,1,0,3,111069,23.096069868995635,318580.52990506164
615,Devin Taylor,121120.33,143103.75,150367.93,207660.25,126185.38,189386.32,156985.89,213174.06,134393.8,245432.36,149222.11,168283.33,29,1,4400,13,0,1,0,167110,37.97954545454545,817643.9924782814
616,Katelyn Williams,61843.34,70556.19,45349.01,63418.88,45493.2,173339.74,139444.47,171094.19,110304.45,171096.92,116854.36,171020.16,63,0,328,19,1,0,1,111651,340.3993902439024,229513.86504595494
617,Peter Mann,161187.47,297578.49,136123.46,151128.08,179652.48,129398.24,141856.87,115044.19,161753.3,177528.56,201924.91,166194.02,28,1,985,11,0,3,0,168281,170.84365482233503,634102.8961452744
618,Amanda Davis,330701.13,525888.49,584506.99,571247.8,529629.08,496800.75,361488.23,385243.64,205417.23,179001.09,225898.7,176368.29,63,1,1473,9,1,0,3,381016,258.6666666666667,627216.4578639554
619,Susan White,49081.02,129374.43,136050.81,98966.52,140171.94,112068.96,107140.91,118547.77,90294.08,93650.87,117574.47,163834.04,56,1,3286,12,1,0,5,113063,34.40748630553865,132712.19632302213
620,Tyler Nichols,47419.26,62557.89,50081.37,59938.24,53271.55,58341.13,70117.65,83408.91,72252.66,62876.44,73923.33,141565.2,24,0,2949,8,0,1,0,69646,23.616819260766363,217066.97158101964
621,Scott Pratt,46174.97,37272.42,39596.17,50075.35,37870.11,37810.61,32873.44,42315.7,31991.13,89882.89,41979.47,43475.21,21,1,277,14,0,3,0,44276,159.84115523465704,127634.94860638598
622,Michelle Hernandez,58895.53,55134.14,49561.11,48460.41,33625.86,85986.99,115739.18,43315.64,35706.04,55437.43,40005.99,36814.74,17,0,3624,15,0,3,1,54890,15.146247240618102,153724.46104731766
623,Jordan Mitchell,120685.25,159702.33,91416.63,141366.93,470701.2,443491.81,454768.97,322196.17,315051.02,432167.54,98684.66,103769.68,50,1,2130,5,0,3,5,262834,123.3962441314554,540807.1198437986
624,Matthew Martinez,26133.19,19135.62,30425.98,22553.61,82630.22,66818.54,65233.32,86428.35,18343.12,24338.33,30627.06,22085.99,15,1,4740,6,0,1,3,41229,8.698101265822785,56741.8357821224
625,David Cook,282442.56,318453.84,352855.51,391986.0,277173.51,229663.02,390377.05,377174.45,349963.11,238548.12,227856.16,188915.4,66,0,4342,7,0,1,8,302117,69.58014739751266,665838.2814772758
626,Sandra Valentine,33202.2,26045.33,24749.62,18744.99,26030.41,26697.75,64829.74,81112.51,74587.89,28504.45,26819.58,31517.53,21,0,4490,5,1,0,1,38570,8.590200445434299,112477.97141572114
627,Albert Ortiz,169598.96,153522.33,321509.35,257313.21,232245.01,343834.33,361943.27,215931.24,363173.81,127807.36,139015.84,132588.87,58,0,2638,12,1,0,5,234874,89.03487490523123,480433.1356036406
628,Thomas Carlson,123779.8,123836.49,198710.56,283081.24,282459.85,166830.58,261172.46,145833.88,102366.81,95551.99,95923.3,112593.51,16,1,4297,16,0,3,4,166012,38.63439609029555,476200.71119043865
629,Devin Powell,121280.68,151913.33,149412.61,153018.53,87442.95,159487.77,137886.69,132425.0,180566.08,153622.67,97294.42,86742.04,42,0,2731,6,1,0,1,134258,49.160746979128525,338469.27220167906
630,James Kelly,19834.82,17147.26,20766.16,35962.33,36793.04,53682.12,32925.07,34962.04,50404.21,43690.81,24511.4,24936.59,50,1,3739,14,1,0,5,32968,8.817330837122226,69851.3330912796
631,Jeremy Beasley,27210.57,24093.32,41474.57,42968.9,39040.02,38262.29,24042.47,77628.99,77587.47,60454.19,39356.8,41388.26,52,1,1407,12,0,1,2,44459,31.598436389481165,123414.12479310736
632,Nicole Taylor,174771.47,202844.62,168205.35,227078.46,139380.24,251803.31,163963.13,167582.86,155115.46,241595.4,188117.59,366704.9,48,0,1362,6,1,0,0,203930,149.72834067547723,843088.401702608
633,Kyle Garcia,106455.06,99780.85,146259.04,112882.26,124216.74,129624.78,111953.32,166017.27,209574.24,237624.62,229815.09,141840.21,58,0,4837,8,1,0,0,151337,31.28736820343188,307239.1224007309
634,Thomas Rodriguez,73912.14,125846.87,74152.97,122331.46,103648.02,116023.72,120402.57,99782.04,223605.95,221978.08,112558.87,102046.14,64,1,4370,11,0,2,1,124691,28.53340961098398,215303.21850100032
635,Lindsay Day,280142.55,220873.48,171127.08,180118.3,226248.3,188231.12,150495.72,201223.56,129417.04,188198.27,169746.05,159114.09,26,0,1504,19,1,0,0,188745,125.49534574468085,852135.1558183187
636,Peter Lawrence,19209.46,21549.8,28546.49,24465.07,21669.59,27129.25,24363.28,23663.24,18981.51,17529.59,26543.39,67604.81,48,0,925,4,0,3,0,26771,28.94162162162162,75143.04297601033
637,Christopher Tanner,94629.58,71830.22,66428.99,69970.01,57900.14,80908.79,152048.88,172243.57,216014.77,242490.59,154713.99,87994.34,38,0,560,17,0,1,4,122264,218.32857142857142,268281.45076221024
