,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount,Duration,Peak Season,Before Season months,Months left for End of Season,rate,AVG Sales,Loan Amount
513,Lori Davis,174732.68,605783.19,468839.33,146637.9,245433.84,233487.23,216565.5,226325.27,150323.41,218458.31,243694.43,193778.51,28,1,584,17,0,1,1,445.7842465753425,260338,922121.9786052154
514,Ann Butler,34866.71,24556.93,29699.3,31868.22,32305.77,25866.3,20343.48,28904.07,19951.91,22875.64,22030.86,59574.04,52,1,668,7,0,2,0,44.01796407185629,29404,58291.33285784324
515,Ashley Rivera,312599.26,280738.38,333098.93,376320.1,399938.91,398716.52,270418.95,239680.0,117938.95,170567.86,212443.19,131576.88,23,0,1905,9,0,3,7,141.90866141732283,270336,641812.0412138671
516,Scott Stanley,31579.28,45328.56,38665.96,28896.45,44807.9,29334.94,33650.28,32236.64,91353.59,76379.52,115090.46,115450.51,64,1,4052,17,1,0,1,14.041954590325766,56898,184665.83405193634
517,Melissa Wells,44941.16,50271.89,61561.12,58886.91,72502.8,70013.53,75058.94,43371.11,91187.11,87237.74,72753.19,62685.82,20,1,4601,15,1,0,1,14.317104977178873,65873,263939.03186459944
518,Anthony Lane,181610.38,128440.23,120543.47,128703.07,163517.62,201917.27,287180.93,300150.13,394047.25,201549.21,182002.94,188184.03,43,0,4957,8,0,3,2,41.6556384910228,206487,403725.23294000153
519,Jonathan Richardson,65589.56,65621.47,90572.3,237250.3,187570.05,182207.42,245551.59,163799.74,221769.63,237626.71,61099.31,71408.91,20,0,4873,8,1,0,3,31.29612148573774,152506,314311.66176611965
520,James Lynch,27013.67,24590.64,34974.13,30145.53,29189.21,61072.05,41247.73,42097.42,43935.36,28056.13,22599.5,25709.91,77,0,1726,7,0,2,3,19.82560834298957,34219,57005.5369522169
521,Robin Vasquez,129510.72,142594.46,106472.77,113046.7,135672.52,169032.24,119273.21,108714.3,121610.96,346861.37,185851.56,108116.08,66,0,3027,5,1,0,0,49.18929633300297,148896,616942.677778337
522,Kristen Haley,115581.1,103058.84,124357.97,82879.25,101373.07,136357.63,110943.03,361916.99,313262.88,226040.4,364053.52,256959.71,45,0,4607,6,0,2,4,41.545257217278056,191399,295057.0894367111
523,Michael Burch,127342.39,119110.19,202012.41,208736.46,144393.58,176836.03,119250.18,156796.3,206428.68,115646.36,89139.34,109087.46,43,1,3852,3,1,0,2,38.3951194184839,147898,272884.7831697194
524,Susan Young,157386.62,129171.8,355758.8,346148.07,362378.77,322355.88,316840.47,379675.63,131799.2,146997.31,160041.57,100648.91,33,0,587,7,0,2,5,413.00511073253836,242434,459880.14479752653
525,Steven Garcia,84994.44,85269.74,109654.03,146452.33,111368.07,192665.57,169666.68,66169.18,62887.26,71068.04,64476.18,92280.27,66,0,3511,16,0,2,4,29.83366562232982,104746,243696.37618469738
526,Shaun Bailey,40046.44,36804.48,37059.51,38963.55,38168.83,73837.98,81008.19,115860.96,119069.1,39074.08,41193.51,42250.84,67,0,95,7,1,0,0,616.9578947368421,58611,103129.62197020504
527,Monica Wood,140916.68,147173.71,102001.15,180276.28,160198.76,124790.22,101376.75,144352.86,165547.82,152658.85,118145.02,308044.68,67,1,4289,3,1,0,0,35.856843086966656,153790,368000.01686317445
528,Mckenzie Rogers,181264.98,204845.71,74864.48,92480.91,79554.4,108762.97,113332.36,98808.92,81026.31,95538.27,66159.91,102583.33,79,0,3022,9,1,0,1,35.82693580410324,108269,330845.2579398519
529,Jason Williams,245511.32,218165.44,229510.78,175552.44,164323.49,214421.54,480799.48,156570.5,222325.48,241751.61,227287.76,228055.82,17,0,602,11,0,3,0,388.18936877076413,233690,922518.082117187
530,John Robertson,176631.18,134384.49,160245.64,185839.2,164824.12,152555.16,201840.69,280848.65,239095.24,218397.6,305760.09,113301.87,70,1,742,4,1,0,3,262.09838274932616,194477,338077.25489321974
531,Sharon Christian,56166.24,59988.89,76861.67,58888.51,75472.01,75767.72,60900.36,184990.79,184876.78,54000.16,60159.76,66136.79,64,0,616,16,1,0,0,137.20292207792207,84517,280486.48096096265
532,Hayley Glover,107284.41,354908.36,219216.02,261591.08,113873.5,169171.61,167945.93,170291.62,124005.04,149077.26,98522.72,135359.51,42,0,2904,11,0,3,2,59.4366391184573,172604,408434.8509021541
533,Laurie White,146090.24,123842.16,213524.14,148829.13,225165.26,224758.18,114017.19,96315.11,79980.72,128811.73,112694.66,90190.65,72,1,3825,20,1,0,2,37.12888888888889,142018,457761.5343679859
534,Ryan Lucas,40433.39,33053.13,51838.71,94726.86,94928.32,90574.77,117070.96,86490.01,82017.69,107934.49,70740.76,41281.74,74,0,1217,9,0,1,7,62.38619556285949,75924,88851.81336655036
535,George Garcia,65847.1,71631.6,54423.06,70622.28,46491.84,45268.3,68954.73,59076.83,125562.19,176289.49,45389.44,63536.36,49,0,1087,6,0,3,1,68.46734130634775,74424,144561.61933268677
536,Dawn Mitchell,136724.76,180112.58,274425.98,165045.4,279605.33,169830.52,134296.17,161821.78,182223.09,107030.13,139043.65,164656.03,62,1,418,14,1,0,2,417.6267942583732,174568,694331.9524141273
537,Stephanie Chan,469445.99,310724.09,294779.75,467387.72,98363.72,134460.4,164494.01,126312.14,123426.99,119948.73,99330.15,112446.99,75,0,1044,19,0,1,3,201.23850574712642,210093,528530.5846457229
538,Kelly Miller,111808.15,132263.0,130239.91,127516.1,136109.53,83104.13,133697.04,174351.11,204064.75,114753.74,96601.82,124423.22,60,1,3375,14,1,0,0,38.738962962962965,130744,514257.05404202617
539,Jennifer Moore,179453.13,149660.03,116920.58,128037.04,268575.21,435895.0,250442.62,268390.6,329544.89,318486.91,342871.78,334243.27,57,0,202,15,1,0,2,1288.1683168316831,260210,483953.01894223335
540,Lisa Wagner,44193.43,39137.74,61055.41,35139.73,39729.68,44963.83,40142.98,98660.61,88133.99,89827.09,62964.88,91403.28,73,0,3356,10,1,0,1,18.25953516090584,61279,104413.84436709125
541,Kevin Griffin,51048.05,40224.39,53242.51,134850.22,132664.07,117087.76,105726.0,131586.42,55541.79,65748.82,61505.49,64925.55,66,0,2809,8,0,1,4,30.086507653969385,84513,234614.30934794876
542,George Roberts,156371.98,119658.04,164209.62,127091.81,99416.37,111037.26,127064.69,107522.0,136073.0,203632.88,177441.73,110018.36,49,0,2289,16,0,2,0,59.68894713848842,136628,625379.0911322722
543,Courtney Smith,143705.95,343270.91,435459.61,177786.57,114558.77,102309.19,139002.04,107853.92,121728.2,128240.38,137958.9,185615.87,16,1,4377,12,1,0,1,40.69545350696824,178124,585776.9723493685
544,Bradley Holland,77690.11,63927.02,112414.43,107749.17,90991.1,80618.47,87954.93,64072.87,65606.17,117638.99,115234.88,153104.78,79,0,2201,13,0,2,0,43.048614266242616,94750,349798.67041738506
545,David Santiago,181797.76,176212.98,200877.85,347822.33,177533.51,163862.19,139463.31,112908.71,148926.61,113392.88,139460.72,141216.1,74,1,4782,5,1,0,1,35.610623170221665,170290,305772.70973437256
546,Julie Gomez,172593.97,173143.5,146019.27,115186.98,128981.65,168538.09,140711.29,341455.82,421010.84,286170.56,360306.6,365195.98,69,0,2892,16,1,0,3,81.23893499308437,234943,469513.0915135744
547,Linda Vasquez,60321.89,91340.86,87061.06,111785.07,100654.29,148534.48,127984.7,56749.81,71963.06,59624.33,50497.28,72849.32,25,1,3354,12,0,3,5,25.824090638044126,86614,184937.8952832124
548,Victoria Fischer,98743.07,186949.2,235120.27,99573.96,59893.59,68030.72,67319.28,57411.31,79030.91,86402.92,71619.92,62579.2,29,1,4568,4,0,1,1,21.392950963222418,97723,187669.54163065122
549,Tina Gonzalez,48375.46,47987.79,58015.9,45904.52,51028.34,76898.83,62419.61,60077.09,77035.96,71098.57,136987.45,145428.97,33,0,1065,6,1,0,0,68.95586854460093,73438,265436.87675197393
550,Randy Hendrix,166888.96,123029.27,164138.71,165452.86,146249.26,153224.58,170276.2,133253.42,125500.06,166115.99,308293.55,254920.76,53,1,4714,21,1,0,0,36.72295290623674,173112,613981.2060034567
551,Jamie Love,76375.43,104976.47,105465.83,79459.79,210912.13,148937.6,272778.23,208864.38,257325.29,263632.04,195177.83,228101.11,76,1,3388,22,0,1,7,52.93211334120425,179334,366978.807628958
552,Tricia Boone,107989.06,88111.51,88606.79,93156.83,154581.69,294545.04,210520.04,298279.58,301005.96,146638.6,96135.5,112199.47,52,1,3962,8,0,1,3,41.893235739525494,165981,391878.4477772543
553,Alicia Craig,109967.49,110398.26,66467.61,87726.78,70006.59,70846.4,101455.53,209115.45,146925.0,70860.37,98379.69,79188.92,62,0,4412,6,1,0,1,23.06844968268359,101778,376852.08462917013
554,Kelly Stewart,88283.31,68428.01,113331.5,110731.81,72467.69,121805.23,92900.79,68300.02,258616.85,183707.78,225484.32,249769.33,39,0,3184,14,0,3,3,43.284861809045225,137819,436933.0772454776
555,Amanda Miller,140452.81,123037.02,275746.71,265673.37,286092.65,257466.43,206869.12,281259.39,244640.71,254442.15,200934.73,133074.1,41,1,3165,12,0,1,8,70.29194312796209,222474,373721.78708970844
556,Becky Taylor,146783.48,89562.37,99588.01,342602.89,306703.71,365346.78,397985.88,371178.57,264235.74,324256.83,132901.86,87348.7,29,1,694,13,0,2,6,351.6440922190202,244041,317335.176695119
557,Danielle Walters,184005.37,200045.24,164358.79,139561.69,114730.42,141602.05,115580.65,152650.28,175478.66,198827.98,205202.24,288629.18,23,1,4030,14,0,3,2,43.02456575682382,173389,601073.3854901864
558,David Hunt,204192.99,174173.7,250319.83,202065.51,311745.61,328829.57,349519.47,345332.28,346539.79,359250.05,354084.27,195499.05,27,0,1917,9,0,1,6,148.73708920187792,285129,515145.3922273505
559,Ashley Wallace,88998.58,59444.2,78724.43,95016.02,63897.56,90588.88,96388.33,68279.1,69617.45,87141.11,174581.15,163770.22,55,1,1079,4,0,2,1,87.77015755329009,94704,173450.61956584596
560,Trevor Gallegos,107403.51,118229.56,184457.12,173739.71,165887.41,178098.12,160914.68,465668.14,116501.35,129306.94,114315.49,147165.65,22,1,3739,12,1,0,0,45.949986627440495,171807,412881.75247989874
561,Kelly Estes,113405.62,110369.14,80068.67,257439.51,103753.19,116410.92,93852.78,88920.38,78540.84,100705.52,67034.88,90804.52,46,1,4680,8,1,0,0,23.17136752136752,108442,224864.93214520733
562,Teresa Strong,132989.76,121022.37,212818.27,187150.38,124259.16,610856.04,539862.69,536556.65,508662.41,367503.14,577127.89,123731.66,40,0,132,10,0,3,5,2552.1060606060605,336878,805249.498350091
563,Kevin Peterson,108490.11,192280.87,348102.06,116281.07,119049.7,183243.18,163094.59,180365.51,174237.27,161515.0,146179.29,135253.16,46,1,749,11,0,3,0,225.6448598130841,169008,737664.5704446307
564,Sandra Myers,135808.56,201048.96,145801.21,211555.13,191456.07,172413.85,159598.51,193087.76,153240.76,148597.66,487172.2,445371.19,38,1,1265,8,0,3,1,174.2521739130435,220429,714869.4884342118
565,Scott Castaneda,92117.72,104165.64,71999.87,72735.23,103676.73,112306.26,180066.79,106041.68,144496.87,165639.33,154153.76,92266.55,34,0,4217,19,1,0,5,27.659236423998102,116639,437874.38786901836
566,Randy Peterson,141212.2,139209.68,262422.76,428768.67,390922.6,263559.42,126204.74,222328.95,184415.73,185046.47,207830.63,203340.77,28,0,1948,12,0,1,3,117.86704312114989,229605,533332.4916288392
567,Mark Moreno,67709.44,78618.9,70353.17,156584.99,199460.75,202839.14,144608.68,153283.64,181011.73,51159.87,57186.54,88253.95,41,0,1118,8,1,0,0,108.16010733452593,120923,230713.90686526263
568,Jacob Mitchell,83555.07,92887.96,82211.88,64614.77,70543.26,59279.88,54773.53,82661.27,71605.19,73443.07,71843.89,179010.85,23,0,277,21,0,1,0,296.7617328519856,82203,324196.24773165915
569,Aaron Harris,168881.34,210059.67,218732.11,140805.01,221150.78,150460.16,452836.91,614269.37,575161.67,446158.46,152350.3,153717.79,48,0,1903,11,1,0,2,153.46768260641093,292049,468868.5310300001
570,Anne Small,124940.16,109728.38,117816.24,112499.35,88233.09,109877.57,142571.23,101556.72,145189.29,121328.2,269902.53,118104.6,57,0,3324,17,0,1,0,39.15342960288809,130146,436339.57938313147
571,Henry Flores,81121.38,72937.23,82399.12,46203.44,73555.19,68220.25,79858.12,50676.12,123786.38,102496.36,50017.64,61011.33,23,1,2451,11,0,3,1,30.337413300693594,74357,235343.30389776317
572,Kelly Sheppard,80625.03,99909.53,112033.75,68702.7,251168.84,170225.88,91836.77,96793.01,105300.08,99043.03,74363.69,72473.73,29,1,1133,22,0,1,1,97.26919682259488,110206,418979.8476499075
573,Darren Johnson,86008.14,150611.69,84255.61,152567.94,176724.36,179194.92,282930.49,225039.9,262499.38,193667.26,87094.94,126866.76,41,1,3481,5,0,3,5,48.05745475438093,167288,260134.37652850265
574,Cathy Mcdonald,54993.65,51837.11,53337.0,84754.95,63678.38,86535.09,71122.04,71225.2,53298.62,66896.57,55067.26,183684.02,26,1,2687,20,1,0,0,27.80126535169334,74702,327564.197449959
575,Kim Pitts,74562.13,119519.51,99349.62,95352.09,102620.05,93666.29,115190.25,121764.19,68287.64,77404.43,71525.98,166930.48,23,1,4213,6,0,1,0,23.858058390695465,100514,235917.64839719373
576,Dennis Wilson,101250.19,84562.72,200396.73,220292.1,201713.15,157853.41,147595.21,143413.16,219694.58,205683.2,109727.01,89128.45,75,1,3101,12,1,0,6,50.5565946468881,156776,270919.04907216696
577,Michael Miller,300111.75,375862.96,299069.16,291130.3,280473.9,112698.73,124330.4,142960.78,99584.88,158133.45,105593.07,92655.0,52,0,1587,7,1,0,2,125.11027095148079,198550,397131.5546379006
578,Tyler Davidson,180219.33,178309.21,139326.3,121450.54,158576.38,164994.51,245895.23,290833.24,187603.88,142916.37,134500.0,122716.48,77,1,3187,12,0,3,1,54.05647944775651,172278,572579.205949643
579,Sherri Myers,206604.29,210023.63,194731.72,231801.7,227643.18,188463.01,185865.46,214842.41,289725.19,168036.86,164043.45,216289.8,52,1,2762,14,1,0,0,75.37038377986966,208173,612430.0319253353
580,Karla Mills,148060.76,354286.66,305268.24,264183.29,387156.22,214487.7,350126.06,328518.93,304394.22,252914.59,162498.71,137650.58,58,1,1470,13,1,0,2,181.9469387755102,267462,542841.5444967417
581,Jennifer Ross,146774.1,226286.23,185898.82,151111.37,183130.26,186415.33,212706.61,161510.11,169262.2,177397.3,150077.08,574053.45,66,0,1976,6,0,1,0,106.47014170040485,210385,376567.1552117317
582,Christopher Walker,25096.61,34164.44,25811.24,25074.51,57749.26,47451.7,43743.61,67617.2,77251.87,26171.63,21117.52,23884.18,38,0,3159,8,1,0,3,12.533713200379868,39594,106129.0683602798
583,Victor Roberts,109261.54,153161.62,140511.9,156164.92,113667.99,188983.67,196160.76,169630.53,143600.63,168917.11,160476.36,466139.59,58,0,2040,17,1,0,0,88.50784313725491,180556,612162.7604356762
584,James Mckenzie,31915.96,26659.58,24368.23,24400.95,40200.65,55773.83,37966.48,37293.78,57494.82,44364.42,55773.21,23749.0,22,1,577,7,1,0,3,66.42980935875217,38330,159372.24327600253
585,Cory Montgomery,94544.71,140035.51,168347.33,105659.64,145797.32,376068.5,337926.13,414167.57,347901.45,160078.72,158855.75,100090.29,59,0,3306,18,0,1,3,64.2637628554144,212456,559065.5533838831
586,Alexandra Garcia,84199.36,88462.1,93431.49,103582.6,100670.1,106828.52,71452.47,85166.52,79165.68,89619.72,96177.0,127131.0,48,0,766,11,0,3,0,122.48563968668407,93824,207006.0556154804
587,Anna Singleton,106743.42,114869.4,257835.18,230114.05,309526.74,226312.31,205924.51,222975.93,210145.08,252411.11,116456.75,73875.12,42,1,55,8,1,0,4,3526.0363636363636,193932,233074.72300951707
588,Joshua Mason,168509.58,161575.71,121753.31,188919.93,119618.2,170509.82,150947.8,179611.77,139696.21,271797.11,371768.19,276873.01,68,1,4,8,1,0,2,48366.25,193465,679561.8257580921
589,Amanda Summers,52004.56,55077.36,40984.62,155767.54,110572.73,157284.57,102861.1,114135.51,106027.98,48753.88,34190.99,53400.97,23,1,2451,7,1,0,2,35.05589555283558,85922,122870.41858404657
590,Emily Pierce,25080.93,28508.15,21036.43,30623.54,34614.46,34982.98,59167.68,85956.81,82770.81,78243.85,58441.71,65499.87,70,0,688,6,0,3,5,73.27180232558139,50411,103204.4588171246
591,Kathleen Edwards,200498.75,203813.49,160516.65,201821.67,152854.43,188049.09,123135.99,154366.68,169551.23,156273.09,252705.85,241584.96,23,1,1939,6,0,2,1,94.7725631768953,183764,695759.7721028633
592,Alicia Jones,28223.23,41695.88,31047.34,38547.25,41902.68,44432.24,90552.31,70441.29,27771.06,31832.66,44896.45,44561.7,58,1,3934,3,0,2,1,11.352058973055414,44659,78604.59793581498
593,Marie Tucker,155455.74,170752.07,191792.55,184703.41,383268.72,439465.94,321790.17,295868.17,394407.99,379012.4,461051.45,372078.69,76,1,3031,5,0,1,7,103.09171890465193,312471,568107.32661774
594,Nicholas Harris,156564.08,218794.9,149997.45,336947.94,274171.5,396615.37,353719.13,281488.76,196053.03,136168.12,134453.94,208201.31,60,0,2706,9,1,0,1,87.55764966740577,236931,783657.2901442056
595,Andrew Park,95152.52,86221.9,110466.59,114157.02,118639.42,106873.36,121138.56,283644.55,242413.11,307591.03,341203.44,120737.71,35,1,4844,22,1,0,2,35.236787778695295,170687,531055.7226950522
596,Brent Bell,185266.27,173654.43,170190.82,127426.45,166824.74,122830.19,116247.77,158554.05,173239.32,135916.19,229728.61,224144.37,39,1,204,9,1,0,1,810.4656862745098,165335,485888.78461474914
597,Wesley Nixon,148946.42,120344.66,143289.18,127608.36,100320.57,103125.06,149184.41,312727.98,192325.01,198060.9,228361.92,175397.37,39,1,837,8,0,2,4,199.09318996415772,166641,642840.7761369223
598,Michael Wood,68468.79,63199.98,241690.46,236361.4,206989.65,219723.26,183648.41,175059.26,65356.9,51534.12,63852.78,60492.63,24,1,4155,5,1,0,0,32.81949458483754,136365,233560.0390494743
599,Judy Bailey,36426.66,64365.86,94080.69,105164.34,101287.08,43109.24,31062.6,40653.05,28143.66,28211.18,38399.61,26283.32,73,0,2819,4,1,0,3,18.836112096488115,53099,125491.15662525097
600,Kenneth Wilson,62702.79,53838.2,78873.02,85095.45,81232.05,60863.65,70982.4,57595.7,64194.76,85913.13,164466.82,56255.53,66,0,4305,13,1,0,0,17.847619047619048,76834,213200.24599082716
601,Denise Murray,84136.26,123616.04,105418.29,75581.07,79916.9,130075.41,123527.79,128712.67,117878.45,208568.34,263914.82,281794.49,38,1,4698,7,0,3,2,30.56513409961686,143595,252629.65545548708
602,Breanna Drake,33638.11,25038.48,32125.9,22400.82,33969.87,22737.66,39254.38,48700.85,51157.7,31200.22,37255.48,29716.77,77,1,3025,4,0,2,1,11.217520661157025,33933,89443.82954764609
603,Rebecca Bates,239589.85,225220.29,255039.08,175598.02,245827.62,466969.22,495148.44,514534.23,454320.88,586949.64,212842.35,144544.39,61,1,1490,12,0,2,4,224.64093959731542,334715,452392.5597173258
604,Jessica Mendez,129449.95,179948.1,133871.46,159153.1,175789.03,147373.21,354701.29,150359.55,150054.8,125548.41,116853.19,120113.25,54,0,3995,13,1,0,0,40.53441802252816,161935,679823.0159012664
605,Stephen Parker,90908.01,149589.98,156647.25,139158.11,90373.63,192831.72,263952.57,297178.24,237581.95,260691.8,128467.69,89588.46,38,1,860,11,0,2,4,203.19418604651162,174747,547977.4333037189
606,Kimberly Anderson,189129.77,275158.88,317826.78,266614.52,259433.76,310349.39,283734.3,248413.33,275998.29,215818.52,118989.86,207254.82,46,1,2918,7,1,0,0,84.7820424948595,247394,340485.01471708197
607,Beth Manning,302082.4,295575.01,238551.27,256224.72,234500.27,218427.0,229401.55,289809.22,251456.54,175575.06,241465.57,240795.1,27,1,2091,14,0,3,11,118.51841224294596,247822,350068.23965481
608,Bethany Dixon,144573.95,218507.83,216731.22,136540.92,333524.35,346972.87,398752.61,151824.61,159022.62,188525.09,145928.05,172626.25,69,1,4688,5,0,3,2,46.45776450511946,217794,485774.0065236059
609,Valerie Delacruz,78983.38,50240.56,48761.64,54427.77,86032.5,64536.99,61256.04,48413.91,77850.6,84035.81,72889.06,67002.15,32,1,3731,15,0,3,0,17.744036451353523,66203,270928.75262944784
610,April Hill,147634.15,137177.97,192305.68,154219.18,186005.6,124709.85,210889.74,151783.92,142370.33,187079.87,332637.49,205820.96,18,0,678,12,1,0,0,267.03982300884957,181053,535374.0616649017
611,Dana Landry,188297.67,186653.98,129620.24,126509.27,197829.65,198261.63,213921.99,144231.81,138330.47,337049.21,350222.04,392932.16,25,1,4357,8,0,1,2,49.80215744778517,216988,490635.2307517526
612,Timothy Roberts,27451.26,38754.32,37121.62,27861.39,41436.78,69957.64,70926.32,68550.0,55649.38,79520.87,86724.73,79228.37,26,1,2703,9,0,2,6,21.06252312245653,56932,128597.60040848864
613,Sheri Pearson,50397.18,42989.7,51075.94,56785.17,44361.94,50032.62,126720.57,140191.07,43424.3,42752.02,41854.42,49396.93,16,0,4273,20,1,0,0,14.4313128949216,61665,193434.25349468688
614,Brian Curtis,70637.56,68475.32,61994.57,101488.61,91999.52,81990.15,73250.63,165884.69,195978.35,90316.35,85027.72,89100.01,35,0,2497,3,1,0,0,39.25190228273929,98012,214428.30818935885
615,Michael Carroll,240876.83,131690.02,185952.5,466297.27,461144.57,140817.57,226665.17,183544.28,221295.43,136769.07,191020.0,212584.67,55,1,4491,5,0,2,1,51.930750389668226,233221,758641.5005956467
616,Connor Wells,99245.14,177453.98,166451.13,149237.65,142711.77,130643.01,145489.44,155021.3,114445.21,159722.77,135616.39,263658.41,80,1,1189,5,0,1,0,128.93860386879732,153308,323993.75801916776
617,Tyler Johnson,177336.3,194717.78,215133.24,135376.91,345634.05,145978.18,154572.52,200121.2,187212.82,187463.72,132121.96,177273.9,70,1,4764,17,1,0,0,39.40910999160369,187745,704290.9001329076
618,Yolanda Carr,193036.21,586341.31,259013.24,212168.22,227386.58,247686.54,247634.97,234785.93,181680.18,218158.36,199109.12,189856.7,42,0,3086,15,1,0,0,80.92611795204148,249738,760690.3749082539
619,Jacob Hall,25562.59,66285.88,39535.9,57553.48,39332.26,52824.22,27908.8,20885.47,34922.82,27450.88,23851.46,36413.69,79,0,393,13,0,2,4,95.95674300254453,37711,90224.8339874869
620,Joseph Gonzalez,220166.21,187720.31,206334.24,203864.84,179009.66,199716.86,192485.02,234645.07,177921.16,207270.21,560916.02,457049.83,34,1,2806,14,0,1,1,89.89950106913756,252258,846505.5351126152
621,Marcus Adams,111969.2,112225.76,132942.67,111044.98,126332.41,147829.06,328565.27,329417.57,115794.43,128995.41,127142.5,128417.61,29,1,4216,6,1,0,0,37.56878557874763,158390,318120.39762685983
622,Carl Smith,162656.0,233571.86,146911.33,251893.53,179180.91,229707.67,551494.88,152228.58,215449.47,173497.14,150194.38,242272.38,32,0,4435,22,0,3,0,50.5271702367531,224088,902656.33073094
623,Dawn Rocha,96332.78,89161.26,97320.54,74439.2,66702.38,243667.14,251156.58,85243.97,66098.17,81915.15,95025.96,87066.44,72,0,4118,7,0,3,1,26.997814473045167,111177,275376.4623071009
624,Shawn Hale,217630.02,346320.06,273646.82,312402.94,259559.23,210634.28,203432.05,320343.41,241405.65,139593.66,160477.34,90156.85,38,0,1710,13,0,3,8,135.26315789473685,231300,598650.2024650631
625,James Collins,66603.92,65450.9,216791.83,234358.67,147215.23,239211.34,71826.25,46942.53,73733.13,69471.98,45234.63,71778.92,16,0,1941,5,1,0,1,57.900566718186504,112385,187276.9316681215
626,Paula Smith,43623.72,49921.74,66416.69,50884.58,69057.33,50338.72,67113.15,42345.33,73537.3,70447.37,42567.04,42361.31,72,1,1407,20,1,0,8,39.60056858564321,55718,158900.54576136472
627,Amy Nelson,21264.56,18195.74,21110.44,41747.62,39248.79,46213.3,36240.83,49455.1,27950.57,18501.1,25802.23,19674.19,54,0,1563,5,1,0,5,19.481765834932823,30450,54702.20420121369
628,John Hernandez,137377.18,117921.53,92853.86,131907.53,84077.38,94404.96,139929.73,111851.36,103913.34,197766.93,221238.93,151405.61,77,0,3106,6,1,0,2,42.51577591757888,132054,239596.18005773102
629,Chad Jones,129316.82,85487.47,301838.45,228439.89,265058.37,210366.05,281861.19,224033.5,230453.08,343349.75,113823.53,144329.2,62,0,2094,6,1,0,3,101.81279847182427,213196,365552.83584847546
630,Jonathan Peters,127590.18,246673.46,199921.96,249566.67,105190.57,101278.4,110669.73,90748.35,144573.27,135922.6,106430.18,89744.14,22,1,4516,9,1,0,2,31.523250664304694,142359,495677.21347234515
631,Victoria Long,33403.33,29494.88,27507.78,43276.38,39132.93,36984.43,45261.78,38512.77,71653.5,41677.44,47214.86,38218.44,60,0,574,23,0,1,0,71.4773519163763,41028,183361.6675932177
632,Noah Holland,208644.23,187127.1,166923.63,156683.49,214447.12,131571.7,211365.84,165017.62,226874.67,196207.82,124720.76,297266.23,77,0,2728,16,1,0,0,69.85740469208211,190571,630407.1083578541
633,Michael Chan,145904.38,131532.28,104780.52,104092.59,108009.59,97651.34,144993.74,102581.23,126359.42,91344.87,121907.94,386961.45,73,0,2612,14,1,0,0,53.155819295558956,138843,582316.8315084303
634,Nathan Calhoun,21272.97,25247.14,29154.49,41838.73,71170.89,39959.77,33554.25,28149.79,26932.4,21152.49,23382.14,28261.56,50,1,2596,20,1,0,0,12.521571648690292,32506,103865.69319660215
635,Anthony Kelley,65777.21,48216.85,67317.87,72845.38,68325.07,76237.92,49540.09,64293.82,28122.05,43745.45,43577.48,34693.68,18,1,2364,12,0,2,7,23.360406091370557,55224,127926.93004707983
636,Donald Garcia,92515.07,116022.5,121882.2,187788.29,212717.55,121326.89,96296.55,141087.51,94082.32,126310.95,135172.41,86925.59,25,0,1651,10,1,0,0,77.33313143549364,127677,325319.87519449764
637,Devin Mckinney,45564.69,85488.81,99680.88,76832.87,68802.73,66123.51,45007.25,49499.28,64922.18,47924.64,54454.22,55704.97,35,0,4878,16,0,3,4,12.98359983599836,63334,179843.54248326801
638,Tammy Mack,93886.84,68782.29,73592.85,87314.82,155925.11,209685.6,166388.53,210249.02,72030.37,69431.7,89294.37,85300.14,50,0,771,20,0,1,3,149.36057068741894,115157,360502.99594910303
639,Monica Cabrera,138277.2,97345.48,124968.76,130678.67,78469.51,113125.94,130155.8,312722.65,382241.2,316575.64,402522.55,118183.89,53,1,439,17,1,0,1,445.19134396355355,195439,541895.7482913557
640,William Burnett,97687.38,122544.39,78760.46,72945.37,73249.9,73135.23,235441.59,81463.34,80939.4,114095.86,120865.99,120114.57,15,0,4204,8,0,1,0,25.199096098953376,105937,277356.4321067515
641,Kathleen Thomas,163201.05,212879.37,179846.91,135606.48,198375.44,200327.33,144302.96,210493.05,167602.98,128801.95,126558.06,446065.0,25,1,4482,6,1,0,0,43.024988844265955,192838,498421.94246536604
642,Thomas Edwards,141769.31,135192.64,186195.88,193323.68,193044.36,188254.49,132366.35,383417.72,139051.99,136150.93,149278.5,125762.4,44,0,4243,5,1,0,0,41.319113834551025,175317,373824.8609384254
643,Austin Barnett,82691.31,62915.25,52216.07,68176.8,67085.82,84920.98,52222.7,72823.04,61559.89,56181.91,53306.93,121391.77,23,1,4829,14,1,0,0,14.417891903085525,69624,257757.0975486372
644,Paul Wright,25626.3,24737.42,24840.52,33135.38,38454.08,108720.93,29273.3,28889.85,26888.36,22227.09,34578.13,27594.24,20,1,1632,12,0,1,0,21.699754901960784,35414,110864.65091704285
645,Michael Fernandez,237356.57,270124.89,268878.66,206294.28,179715.57,277831.16,236104.82,224830.96,273467.67,242078.04,125665.24,112722.63,64,1,1547,6,0,3,9,143.02262443438914,221256,234230.60854596223
