,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount, CreditScore,Loan Amount,Duration,Peak Season,Before Season months,Months left for End of Season
291,Jeffery Gonzales,18545.69,26526.89,33716.19,21555.74,29996.98,13918.94,12859.39,15537.29,12403.29,11812.79,17680.02,13279.15,66,0,3973,615,36223.242525582165,7,0,1,3
292,Katrina Williams,14290.22,15875.74,16755.7,18410.61,45123.49,36031.51,49275.55,43583.98,41049.13,31010.06,46059.49,50231.87,68,0,2114,885,50871.061340858585,12,1,0,6
293,Jason Cook,15521.45,17299.43,18001.01,19552.84,42358.57,33169.41,51144.19,38732.94,48278.39,17955.73,20363.85,20436.9,65,1,1276,839,36211.975991163825,8,1,0,1
294,Danielle Bowen,22367.77,14543.87,24244.15,14904.1,18666.21,14637.14,24038.65,42209.36,47757.93,24313.76,17948.59,18125.55,48,1,151,369,58338.54306853988,14,1,0,1
295,Ricardo Reynolds,22945.12,14530.34,19253.5,19467.56,19727.27,13557.77,21507.87,21598.96,21897.77,17540.94,19725.23,15886.03,69,0,1628,306,47318.58896483486,8,1,0,0
296,Wesley Fischer,1985.8,2700.25,2098.48,3033.35,7361.99,5750.0,7296.1,5226.34,5069.8,7950.22,2448.32,2598.16,78,0,4570,810,7386.085596983753,10,1,0,5
297,Crystal Brown,7304.43,6135.15,7496.86,6674.72,4576.67,5480.4,7636.49,7381.62,7485.03,6419.77,6622.06,4278.51,62,1,4478,546,9962.684444065937,9,1,0,8
298,Elizabeth Garcia,10033.0,14264.99,13522.78,16057.33,12806.58,13258.21,16455.93,14504.78,12738.64,39840.54,40874.42,34621.5,77,1,2431,395,30423.19849759206,9,0,2,2
299,Thomas Ayala,3083.54,2177.4,9940.32,8089.85,8382.62,8624.98,2375.38,2454.85,3356.25,2312.1,3178.06,2791.44,79,0,4394,431,6806.789563082743,9,0,2,3
300,Sarah Hernandez,7916.85,5721.62,9916.63,7914.04,7960.89,8704.68,26069.22,27971.67,9432.78,7451.71,7678.2,9152.02,48,0,4385,862,16684.846000330625,6,1,0,0
301,Jennifer Espinoza,19905.94,11874.32,15063.2,12431.56,30603.37,34932.2,34357.06,38202.71,18736.57,14156.83,19929.83,21014.93,62,0,102,301,40790.29664026229,4,1,0,0
302,Derek Evans,8623.37,7708.91,5878.43,7916.42,5005.92,8347.67,6659.96,8411.87,7844.52,6690.55,22894.24,23505.67,74,1,1135,548,18428.97841959233,12,1,0,1
303,Jacob Stevens,13616.87,16254.39,15838.98,14889.54,19875.41,33824.62,33108.2,31763.79,43260.02,42141.73,41192.9,18202.23,69,0,4935,503,38594.64826649319,4,1,0,4
304,Carl Rangel,18885.21,20003.76,13624.77,20138.49,15265.88,21852.83,47699.54,39303.7,60789.6,36754.73,54463.97,22735.92,32,0,3429,884,52253.294107337475,14,1,0,2
305,Elizabeth Tanner,4145.25,7053.95,4920.18,4893.38,4940.15,5703.55,7308.92,5192.81,5411.46,5722.51,12332.36,6586.93,44,1,1899,413,16751.91614026447,12,0,3,0
306,Keith George,5006.22,8722.51,6118.57,5651.34,9979.28,8371.65,6710.17,7530.45,6224.6,8056.51,8916.27,8484.47,67,0,2080,830,15676.782418902458,6,0,3,1
307,Gail Potter,15783.51,17085.14,21089.56,14848.3,21690.38,43292.36,39825.45,33869.81,55916.6,36476.69,19090.42,12472.5,56,1,1760,632,38859.20658189482,8,1,0,2
308,Meredith Peck,15571.0,16326.7,14047.6,18214.19,15751.74,17030.73,10320.76,15246.28,10199.04,10463.64,16691.73,27777.16,25,1,2951,786,41505.47461483249,10,0,1,0
309,Amber Woods,33730.93,37219.04,57792.68,36379.85,53379.2,60147.1,34807.23,22387.99,14715.74,12923.2,12395.43,16076.81,30,1,2061,514,38219.7882023472,5,0,2,6
310,Melissa Brown,3904.76,3389.89,4783.64,5773.75,10621.63,10919.03,8550.29,11151.42,11650.86,3753.18,5012.44,3981.02,72,0,3820,602,9659.77570127597,10,1,0,3
311,Susan Spears,30598.26,21274.53,19824.29,15855.27,16005.28,9909.06,10763.14,16192.9,13769.26,14467.64,17405.13,12887.69,51,0,3527,844,31119.568263357083,6,0,2,2
312,Johnny Hogan,7462.21,20392.5,12396.94,11522.82,16408.64,16593.62,11407.08,7238.15,6973.14,10819.44,9179.03,11058.19,63,1,1075,519,27609.591422589136,6,0,3,4
313,Mary Montoya,15563.38,11438.78,16836.52,11297.1,19267.4,17186.95,14237.73,14764.56,45674.35,47869.79,50544.37,17623.21,23,1,2261,893,45506.26684671739,14,1,0,1
314,Benjamin Jackson,14391.68,18940.59,18444.47,19743.54,14970.0,14879.76,15896.38,47614.28,16152.47,18858.21,12133.71,17967.79,76,1,2420,374,41924.55605407875,10,1,0,0
315,Julia Elliott,8365.46,7062.53,12106.27,15998.72,11378.97,11904.34,13970.7,6422.99,9521.54,9587.55,7620.02,7905.62,67,0,1094,742,16475.22267058622,3,1,0,2
316,Kristina Mccarthy,18553.67,31405.31,43503.49,29319.01,41534.31,37327.69,25923.85,37347.87,28447.61,43701.06,36122.49,45511.48,24,1,2342,432,42366.36029411633,13,1,0,5
317,Barbara West,3652.69,3279.84,4447.7,9199.76,6784.67,7338.56,4053.4,4686.74,3480.36,3937.78,3186.04,4558.92,66,1,1859,439,9136.584761014987,3,1,0,1
318,Amber Martin,4138.3,3069.89,3856.47,4661.83,3726.75,5444.68,4139.62,3209.7,3467.75,4219.99,8094.91,6023.67,51,1,2017,515,12003.694873964216,8,1,0,0
319,Tammy Nicholson,10101.89,25403.43,13126.65,10286.79,12999.4,12045.35,10725.2,9948.45,11588.5,9571.88,13308.88,12735.35,62,1,107,345,22180.09873153248,5,1,0,0
320,Denise Cross,20981.24,16849.17,17867.28,17447.79,17003.05,14252.55,20404.98,14778.81,61504.77,15550.08,21190.8,18263.15,19,0,4588,381,50038.58591042092,8,1,0,0
321,Tammy Gonzales,6605.24,7617.25,6736.25,4764.38,19989.9,19577.28,13993.49,21029.42,19839.48,18983.35,6935.32,5561.08,20,1,689,392,17074.992940364133,7,0,3,5
322,Jessica Weaver,17209.35,17910.82,18022.32,15432.47,11234.74,10367.19,10341.37,16836.81,15989.1,16075.64,10660.04,35183.63,80,1,687,359,40800.06012386297,8,1,0,0
323,Dominic Richmond,2047.86,1933.78,2712.67,1580.57,1668.89,1858.32,3792.96,1545.78,2256.33,2108.45,1821.92,2428.87,59,1,4278,524,4409.483730395777,6,0,3,0
324,Melvin Flynn,17925.38,17097.96,18743.93,12572.28,40594.5,35506.56,39564.1,17769.27,17900.23,17533.41,18951.28,14676.37,37,0,2673,472,41754.87987853907,10,0,2,2
325,Tara Edwards,31476.09,30830.15,29186.12,23439.62,11376.68,10054.02,9994.23,9026.73,7498.5,8029.17,8270.43,8736.8,42,0,376,812,26377.04531133563,9,0,2,3
326,Jennifer Klein,24108.93,16811.69,18381.06,25046.17,47439.16,45550.04,29295.51,19831.15,17297.05,24317.46,22523.51,23606.93,23,0,918,781,48258.17457862667,12,0,2,2
327,Frank Park,6229.12,6050.27,3758.41,5558.14,5974.49,4301.36,8341.03,8053.8,11181.68,4063.35,4955.41,5983.79,31,1,830,688,12808.533051858312,11,1,0,1
328,Megan Johnson,12870.23,14245.04,15936.3,14381.47,16224.28,33599.56,29206.09,42525.76,30488.11,35894.23,25049.74,35899.42,45,1,1845,630,33320.722062631605,12,1,0,0
329,Tony Moon,21379.18,17988.03,16962.07,15235.48,19870.51,20805.22,20958.42,12664.74,20096.82,26267.82,19687.77,28405.64,27,0,1315,827,49012.59479406416,9,0,3,2
330,Kyle Powell,9442.11,12610.22,8407.35,6998.09,8144.45,11938.8,9433.95,25382.89,17465.26,10975.11,7915.6,10004.89,29,0,1308,746,21552.27554823879,11,0,2,1
331,Kristin Hart,11304.58,13075.56,10046.12,13602.55,15208.64,13189.25,15250.7,14048.87,12487.09,12687.66,9111.17,16009.35,72,1,2943,729,29188.59991975684,5,0,2,0
332,Christine Love,21489.71,19975.03,26540.91,24420.59,34329.84,34064.28,13260.45,9649.52,10547.83,9325.53,12218.58,8808.1,23,0,3083,340,32325.5840065977,10,0,3,5
333,Jennifer Paul,7283.44,6068.93,5785.63,4243.85,7010.81,4769.62,7409.11,6158.9,7066.91,9917.74,11094.76,7221.82,22,0,2928,777,17239.59965003715,8,0,1,1
334,Morgan Clark,6679.25,8536.66,8877.05,7109.51,6974.92,8415.15,2266.07,3317.96,3171.55,2658.84,2166.76,2747.7,52,1,986,678,7782.155972273544,13,0,3,5
335,Felicia Turner,2906.65,2389.52,2641.68,2377.91,3537.45,2490.81,2909.24,4995.08,3064.48,3277.84,3025.82,1947.94,40,1,1515,866,7851.574702543712,11,0,3,0
336,Evan White,2940.05,2074.73,4508.71,4795.55,2753.44,1675.78,1677.54,2887.66,2507.6,2895.51,2765.21,1664.55,16,1,3446,674,5002.7417712177485,3,1,0,0
337,Shawn Ellis,3370.07,5738.19,3902.88,6023.42,3505.97,4116.2,3819.51,6027.19,15838.6,5944.81,3940.54,3904.71,46,1,2881,778,12423.823474931709,7,0,2,0
338,Beth Hernandez,12552.56,8193.75,9136.38,8750.61,9820.01,8223.02,9134.67,25544.71,19627.69,19704.59,11548.06,7044.2,80,0,2789,568,24625.58337159045,4,1,0,2
339,James Erickson,18695.32,13743.94,22416.28,17969.48,21218.82,19291.97,16130.46,38103.45,21077.57,16942.88,21901.6,15331.54,48,1,3135,857,39029.32339832027,11,0,3,0
340,Adam Leonard,8884.65,9733.48,5884.1,7348.86,6042.26,9985.07,9258.43,8088.81,10194.05,7356.06,8096.02,21735.04,38,0,2635,340,19377.357701784596,12,1,0,0
341,Rebecca Gonzalez,14313.05,19805.1,21688.41,40312.39,39518.47,40593.12,39976.61,18053.49,15412.96,19946.23,16793.73,22410.79,73,1,4403,311,50945.66719993493,9,1,0,0
342,Gina Gill,5894.69,6510.42,4583.32,6148.7,5015.06,7282.45,14166.96,24563.2,20602.76,15252.86,18105.12,5038.08,40,1,1735,409,17957.529294126078,13,0,3,4
343,Amber Bishop,19696.7,22416.44,11427.34,11956.45,9338.48,12257.99,10352.68,8330.82,11948.84,11223.05,9817.72,9268.09,51,1,2277,874,26918.76764161541,5,1,0,0
344,Eric Delgado,10749.72,11880.18,8932.17,9269.09,8441.14,10969.25,11352.16,10082.28,7084.47,8087.66,10560.81,28091.47,43,0,3937,877,21574.372775391064,4,0,3,0
345,Justin Thompson,15594.42,19287.2,15718.97,17548.9,44397.98,66356.47,22288.94,15400.39,21046.41,15623.02,21543.09,21335.69,26,0,235,330,43997.32434208936,7,0,2,1
346,Alexa Myers,16374.77,19324.13,20057.23,13975.15,13660.56,15516.22,29197.3,33866.16,43353.75,24758.38,32465.21,34254.69,77,1,428,470,49754.28362187711,5,0,3,5
347,Holly Key,18455.48,15675.07,15546.88,10277.86,15374.4,24883.47,21320.83,26349.95,16983.77,11873.3,12305.98,15881.66,31,0,2299,577,30694.93398695828,7,0,3,2
348,Emily Stephens,6532.03,7688.99,7466.79,9004.79,16885.16,23849.05,10798.85,9964.71,10903.04,6617.67,10966.69,10400.64,38,1,361,498,19375.250419832682,3,0,2,1
349,Jennifer Duncan,8948.45,9635.86,9363.11,7696.37,9170.65,8306.0,7744.7,25700.18,29619.77,29736.16,11059.07,8196.67,51,0,129,346,26699.470724444607,13,0,2,2
350,Ronnie Griffin,7144.08,10456.35,10592.25,7035.55,9543.17,8616.79,6840.07,10586.98,6829.18,4908.88,4750.6,3496.61,62,0,3766,473,11776.190295836168,5,1,0,7
351,Heather King,8863.21,10087.98,9033.98,6953.93,8433.09,7984.36,8750.35,11210.1,13362.32,14861.15,8781.15,8164.06,24,1,16,743,22954.93403908437,3,0,2,2
352,Brian Calhoun,12781.59,12193.15,12197.81,38049.48,42212.11,15261.67,13022.5,19891.37,14389.48,12703.94,14326.41,12707.77,18,0,101,842,37908.7601283279,12,1,0,1
353,Ryan Graham,19067.34,13526.08,15333.64,18571.91,25150.89,24116.14,25917.16,29785.28,33733.3,25441.13,11921.77,14575.24,28,0,3114,370,35858.45801765582,3,1,0,1
354,Tyler Andrews,15772.27,24807.93,24146.37,18673.22,14807.83,22326.87,23643.28,22107.67,22396.14,18613.14,54640.79,18713.04,16,0,3797,325,42216.383380941064,7,0,2,0
355,Mary Todd,10187.31,13485.79,12127.01,12377.99,23214.35,21034.02,18939.99,25315.67,23027.04,21840.73,14209.02,14808.15,31,1,2334,377,35794.27496704177,13,0,2,5
356,Jennifer Johnson,12963.76,9620.81,8884.9,9632.79,11930.52,14819.5,14159.93,13298.75,11721.88,14194.74,11806.9,19866.34,19,1,2019,811,35540.57687441546,9,0,1,0
357,Joshua Torres,8281.73,9753.56,8548.07,20506.09,25947.0,22170.25,18232.86,18273.02,17769.23,22135.7,10949.62,12247.84,59,1,2630,453,24767.226714239907,8,1,0,1
358,Rose Knight,17949.52,14879.11,39711.63,15223.39,22011.1,13953.93,21182.8,21116.38,18816.91,12649.82,20061.6,13319.93,44,0,4875,357,37906.98922379807,8,1,0,0
359,Brenda Cameron,6931.0,5788.74,6751.3,9086.55,12686.34,12681.97,21996.38,15518.55,22024.47,8313.92,5280.19,5830.78,54,1,109,324,15201.754511126719,5,1,0,2
360,John Day,14330.01,15171.68,23970.23,20823.68,22964.55,14628.53,23209.22,24939.51,40004.25,20957.7,14687.68,25564.2,75,1,1348,427,44367.65801814101,5,0,1,0
361,William Hernandez,15259.94,13404.32,20584.28,17564.82,19741.03,16611.96,21335.11,14171.73,21371.91,14841.22,17480.15,57002.34,55,1,3222,681,50323.6688831102,10,0,3,0
362,Andrew Valentine,12097.67,19796.11,40606.31,35696.08,28280.07,36517.25,36331.4,37924.73,43094.95,35503.96,19606.81,16633.88,65,0,607,828,48305.794674306206,7,0,3,7
363,Alexander Meadows,14001.29,25591.37,17469.02,17008.23,19142.43,25864.66,26735.89,27832.9,34409.93,37880.9,27909.03,35355.02,76,1,4116,504,54381.10483823979,11,1,0,0
364,Justin Lopez,8219.62,8805.24,9381.35,9127.65,7479.16,7472.57,7221.13,8191.28,20878.66,14311.08,16489.16,9414.32,50,1,4676,708,18685.240881785914,6,0,3,2
365,Andrea James,6633.54,6736.32,6353.37,7574.67,17211.99,19661.07,14765.36,21374.03,23925.61,18301.08,9832.24,8834.47,16,0,521,642,22089.456296797856,3,0,1,5
366,George Brown,11271.64,11207.85,10402.3,25844.01,25933.16,27005.78,21692.72,19001.71,24350.66,26571.63,17363.21,7782.28,65,0,1725,410,20668.697097000157,8,0,3,7
367,Brenda Gutierrez,12531.13,8912.77,12135.63,13642.88,17255.1,19527.15,15123.41,8863.26,11293.76,12615.8,10632.17,14045.47,63,1,2307,712,28894.320310101662,7,0,2,2
368,Scott Krause,10921.55,10481.21,15109.94,15352.14,11558.78,16752.3,11219.61,13018.32,15748.75,12521.69,49387.78,11688.49,15,1,3252,858,32917.070931118535,7,1,0,0
369,Dylan Chandler,4217.35,2755.64,3450.61,2899.81,4251.97,3791.35,4108.69,4006.53,4444.06,2673.04,6503.72,2642.76,44,1,376,867,9443.760059409002,9,1,0,0
370,Michael Cross,5410.84,3859.19,3145.85,4313.91,7397.19,7282.67,6183.24,6349.78,6715.01,6840.48,5114.19,2959.61,45,1,1709,393,11245.382441512815,9,1,0,6
371,Amanda King,14208.16,15996.91,22824.84,14038.91,13316.89,13851.11,15788.25,10370.84,12606.98,17750.01,17569.22,12998.67,43,0,1862,416,28434.379430361918,3,0,2,0
372,Belinda Reynolds,8949.42,8392.46,11054.98,9461.65,10102.3,8834.84,23741.98,21034.81,23659.13,26010.91,28776.3,17209.73,38,0,4063,306,23076.092403641545,13,0,3,5
373,Brad Berger,11635.72,15970.31,15486.22,16243.19,15541.54,19538.05,27929.3,29798.91,27820.17,27016.65,14978.43,16216.01,67,0,1252,854,33508.043918398405,9,0,1,4
374,John Cortez,17748.43,39629.53,55390.03,34666.71,32773.01,49582.29,50545.66,31755.83,37912.1,46911.04,56392.34,15503.78,53,0,3299,439,44877.24407874523,10,1,0,5
375,George Smith,7489.0,7005.4,6996.66,10313.19,26264.85,6596.05,10855.54,9933.86,8028.67,6499.58,9815.6,10131.05,23,1,3027,805,18221.98306381829,5,0,2,0
376,Jessica Williams,3715.28,3787.39,5202.1,4814.43,5628.04,4708.8,3500.7,4041.17,5481.86,3763.5,5748.08,4280.22,23,0,3960,530,13112.049533724025,7,1,0,0
377,Jacob Combs,18698.41,14532.5,20144.12,11630.25,19836.69,16668.2,18773.03,19996.27,20476.12,31907.62,30004.83,16411.85,55,0,3610,378,45893.902908208314,13,1,0,0
378,Travis Jones,7830.69,9184.73,5964.12,8476.78,8935.48,8340.33,6694.26,6215.0,7972.56,7895.48,5359.07,8920.81,46,1,2470,421,14962.836197487826,4,1,0,0
379,Franklin Kim,10919.98,8268.68,11001.25,9112.84,7351.24,9230.41,8976.73,10580.88,8650.69,10807.26,15526.22,11044.43,63,1,2594,877,26441.0813034388,11,0,3,0
380,Jonathan Frey,17407.77,14034.1,21096.55,15327.58,19589.32,21256.28,17762.26,19776.57,17178.99,53307.11,54428.21,57186.09,55,1,2023,437,41487.05178628825,6,1,0,0
381,Jacob Brown,14682.37,15457.22,11365.81,10790.12,14862.19,13701.99,10542.32,16614.83,21423.12,25114.42,24754.77,21866.31,78,0,3851,515,30637.580759096447,11,1,0,0
382,William Humphrey,7880.6,6666.46,19887.96,14692.4,20109.2,8574.44,6034.7,7636.28,7226.71,5677.05,8204.58,7606.74,36,0,2215,712,20562.29664693556,6,1,0,0
383,Stacie Fleming,7358.2,9681.74,9356.93,11245.55,10489.0,12410.78,7869.2,7997.1,10363.79,20205.05,25019.93,26790.15,25,1,524,817,20999.231128190673,8,1,0,1
384,Rose Gray,7602.2,7526.27,9276.49,11994.33,11952.42,13601.25,9513.72,8511.85,10392.66,9084.83,8875.59,7889.03,50,1,174,715,22297.633317247073,11,0,2,5
385,Paul Massey,19557.41,20358.23,23892.73,39009.08,18300.54,15217.26,20451.68,12760.06,13474.19,20237.45,21020.12,13074.52,18,1,564,759,42016.66629566494,3,0,2,1
386,Morgan Smith,12906.98,13792.36,14031.7,11128.66,12746.69,29880.08,23340.56,19123.17,19242.16,24545.48,26596.29,28346.42,16,1,4492,320,28726.568461798877,8,1,0,0
387,David Martin,7379.22,5568.27,6230.32,4546.32,6302.62,4212.02,6766.22,13890.4,15200.14,11978.82,10763.63,10277.65,63,1,1239,639,12062.00834321707,8,1,0,1
388,Deborah Carpenter,11865.44,10625.84,14130.81,11038.87,31571.66,22980.5,22068.8,21129.67,22597.58,28464.49,23556.25,23687.39,27,1,2851,713,25721.581048163553,7,1,0,2
389,Lynn Arnold,3000.72,2842.03,2188.45,1825.21,2184.33,2866.62,3046.66,1906.62,2516.38,2411.36,2030.45,7304.01,54,1,4346,332,6909.629421807454,11,1,0,0
390,Robert Smith,8122.94,8076.43,6471.09,8234.5,6650.22,6211.78,21801.6,24095.14,18478.64,7221.27,8862.97,7240.53,78,1,2525,726,14889.425189047099,10,1,0,0
391,Jacob Sawyer,12877.22,17916.64,13206.48,14154.89,20641.27,17986.96,16997.68,29620.54,12904.56,19189.93,15565.99,13487.98,25,1,3069,507,51240.45707088498,10,0,2,0
392,Brittany Jordan,3408.66,3201.08,4179.72,8691.81,6535.48,5372.6,6420.85,9055.83,5939.3,2648.02,3579.57,4462.79,59,1,652,722,9693.174946460449,11,1,0,0
393,Eileen King,12373.78,13718.56,15715.1,12135.6,19222.52,15108.05,17943.01,19779.45,17079.05,16307.58,37776.97,44725.52,73,1,2739,720,37245.077051785214,6,0,3,1
394,Jorge Eaton,6153.62,6572.55,6324.37,7404.35,5185.9,6643.29,7287.6,4902.15,7319.56,6575.72,5914.52,13125.6,76,0,2827,336,17574.18473297444,14,0,1,0
395,Alexandria Frye,9219.7,10000.07,7914.07,6610.8,25712.8,21921.62,25638.04,27848.51,6805.47,9032.29,10652.1,8501.56,28,0,4065,779,18625.81510605454,9,1,0,3
396,Richard Ayala,10162.04,13118.38,8547.62,9215.66,10010.89,13640.13,32531.45,27120.89,13951.81,10363.79,10131.46,12906.35,24,1,2320,361,32279.77019190431,4,0,1,1
397,Suzanne Mason,2403.07,2399.44,2261.62,2334.83,2692.54,3159.19,3025.93,2681.5,3515.39,3174.97,4838.71,3141.06,32,0,3301,819,8224.443239522565,12,1,0,1
398,Michael Allen,14018.86,10063.56,12273.95,10757.57,13543.56,10134.21,13900.11,12192.07,31371.9,30644.08,31094.05,21846.6,37,0,3502,538,34822.422751770006,4,1,0,1
399,John Patterson,14123.97,20169.16,13961.27,18092.74,15086.26,18493.93,17115.56,20166.62,49375.51,35964.86,16806.64,15072.68,42,0,3329,870,46176.349440509024,4,1,0,1
400,Shelly Arnold,9937.85,7848.59,10409.06,10617.68,7770.91,9866.6,7155.72,6425.58,10293.59,6581.13,4862.19,5718.68,21,1,2047,728,11723.248957407071,10,0,1,8
401,Rebecca Morris,6723.84,6816.71,5231.75,5501.36,6060.81,16335.3,5258.41,4464.13,6381.28,6651.0,5991.51,3908.27,16,1,4866,413,14115.337168447413,10,1,0,0
402,Ashley Johnson,17591.22,13385.36,11212.73,19262.72,18942.13,17560.08,14083.29,37051.14,49874.78,12229.8,15484.34,13890.5,53,0,2884,329,32464.54830706421,4,0,1,1
403,Tammy Myers,21576.26,14330.79,20703.65,21119.26,15164.68,16772.97,22809.09,24519.07,21069.01,18892.75,15091.71,51482.18,35,1,1164,308,48866.03233633258,6,0,2,0
404,Sarah Henderson,5278.35,5601.78,6609.27,4281.93,5629.58,5309.96,10089.23,10399.82,11823.77,4180.35,4820.16,6006.08,40,1,4752,888,15797.49138560681,12,1,0,2
405,Karen Smith,3269.6,4765.22,13158.82,11831.87,8877.97,12321.33,8507.81,12493.42,9742.77,8991.23,3989.95,3792.14,39,0,1121,677,8674.411476774332,8,0,3,7
406,Justin Miller,5478.55,3483.95,4001.5,7633.94,10064.96,6480.02,8622.4,9466.33,9251.18,10401.36,8912.5,4694.84,76,0,1691,744,9785.1402632157,11,1,0,2
407,Christopher Luna,4436.26,11968.46,10920.98,12451.92,12078.24,4627.93,5116.84,6251.56,5454.89,4358.01,5426.13,4821.18,27,1,982,602,14865.187624695294,11,1,0,3
408,Angela Kerr,20911.16,14335.55,24650.03,21670.79,24659.21,21547.81,13632.81,67072.8,49059.71,44376.75,63092.2,53965.5,26,1,3768,646,46198.077209513394,11,0,1,4
409,Julie Blevins,3758.97,3750.76,4309.57,6254.96,6096.27,4596.47,4529.42,4254.11,4707.66,4195.86,15285.18,13242.5,57,0,2501,874,10859.490592119555,9,1,0,1
410,Charles Nguyen,2182.08,7326.15,4828.76,6535.12,5422.93,4579.81,7128.93,4362.73,2166.78,1942.29,1822.15,2420.25,19,0,1138,362,4577.997077279274,4,1,0,2
411,Tiffany Fischer,4415.98,4125.22,2918.52,3058.91,9458.57,7928.08,9061.99,7554.43,7926.8,13094.23,10424.09,9857.07,17,0,1867,445,9444.725223306632,11,0,1,7
412,Caleb Clark,25286.87,27272.8,28443.32,26746.82,29217.41,42138.99,26968.05,41567.15,38457.45,24299.12,13574.02,15621.75,56,0,2811,900,28691.256340020176,7,0,2,9
413,Heidi Foster,13961.69,38219.6,32415.93,37437.58,22336.29,11420.37,17225.0,13840.24,19195.66,17493.34,10775.97,15643.58,52,1,1932,342,33060.07757458956,3,1,0,3
414,Jordan Brewer,17432.11,18656.29,19626.24,50912.97,29062.11,28377.59,46372.92,39218.98,40915.82,38856.13,47892.17,20636.47,78,0,2711,669,57526.8725062149,5,0,1,7
415,Jason Brooks,21489.09,17102.68,16433.95,13069.51,16083.69,16883.62,17991.58,18225.19,15989.41,20022.86,22482.16,51548.59,55,0,3858,628,47577.544829868806,12,0,3,0
416,Kristen Kim,3472.26,3401.0,3818.08,4324.48,3994.28,4012.96,3687.24,4059.53,3474.86,3311.78,8137.09,2744.73,36,0,1583,659,10007.607462315184,11,1,0,0
417,Nancy Goodwin,12019.83,15924.04,16454.61,15675.38,15228.49,17652.22,16160.52,13574.11,14682.71,18599.0,20604.78,26732.2,54,0,2847,457,40672.80667539936,14,1,0,1
418,Ellen Reyes,8670.03,9127.42,11565.87,11033.2,10184.7,13700.03,8537.51,8312.97,22992.26,31059.58,38519.41,25664.04,68,1,804,598,31869.60135363617,9,0,2,3
419,Anthony Johnson,11545.4,11743.58,11483.7,9388.7,8399.43,13728.06,8129.06,13008.76,8093.85,11763.09,11088.9,25425.86,61,0,2093,397,25222.144042571374,8,0,1,0
420,Amanda Campbell,13934.24,14678.6,19913.15,20817.67,13671.68,22170.09,16876.9,23345.83,17368.75,14547.27,22392.97,15974.94,55,1,1690,302,40651.71654961913,5,1,0,0
421,Roger Curry,5497.32,3955.32,5460.95,4199.45,4543.41,5774.49,5517.78,10319.87,16744.41,13788.04,5474.39,3809.24,66,0,4147,872,11749.621884127613,12,1,0,1
422,Thomas Nichols,11789.22,10887.02,14311.07,33915.8,30340.01,23766.77,32743.22,32964.58,31254.02,26181.83,17059.98,9966.21,59,1,1319,517,35423.80052869112,12,0,3,6
423,Ethan Campbell,5102.04,8600.15,7947.13,7930.44,8462.79,7836.1,6177.27,23066.76,21813.41,25680.53,20244.66,5201.59,49,0,1114,607,19841.15243572076,6,1,0,2
424,Tom Gonzalez,9927.24,18714.74,7083.85,7826.68,10615.48,7834.89,10480.7,7053.01,8738.21,8967.73,12351.68,9544.65,19,1,92,623,22624.039896492734,9,1,0,0
425,Roberto Galvan,14361.67,13045.9,10414.24,12753.94,13977.09,32589.25,34375.21,30821.81,38787.24,38619.93,39568.93,13272.96,31,0,3293,790,33648.843180530544,9,1,0,1
426,Joshua Dunn,12183.86,12410.0,8775.0,13231.63,16841.79,22260.51,25469.5,25423.25,12026.6,8252.36,14891.31,8032.92,76,1,3043,368,28962.808924052264,11,1,0,0
427,Dustin Maxwell,8420.3,10890.8,12496.57,8747.63,13368.23,22983.77,28723.53,23121.88,29165.3,28066.69,23629.6,31088.73,61,1,4811,782,20853.084591901792,6,0,1,6
428,Don Hood,3045.4,3522.99,3902.99,4289.9,8120.05,3355.92,3578.42,4016.67,2828.14,3537.79,3633.31,4010.0,19,0,3067,611,10165.605230817057,4,1,0,0
429,Jason Watts,42207.54,37234.54,33619.1,26428.29,28777.54,45189.3,29092.07,43863.95,44736.67,11616.1,12376.04,17380.21,47,1,884,748,39473.18225146668,5,0,1,8
430,Allison Sullivan,11678.86,11764.29,12190.67,14364.22,13535.29,10374.38,10915.84,11161.92,11429.17,8490.21,13130.26,9571.51,52,1,3412,627,29564.64985746995,7,1,0,0
431,Veronica Roberts,8695.03,12854.82,18237.53,13764.14,19837.99,14943.43,22292.03,23514.4,17087.07,13840.48,14886.32,8721.04,22,1,331,473,24294.741003526473,4,1,0,0
432,Amy Abbott,15180.45,15254.35,15782.28,16313.97,17001.31,16440.63,12026.95,21817.17,19527.81,42257.24,28522.4,50023.58,29,0,3043,399,37395.05220631165,5,1,0,0
433,Veronica Meyers,7800.21,11287.01,25594.09,19444.78,8156.92,9821.87,12252.3,7626.18,10590.16,9724.62,8740.68,10844.49,34,1,1810,660,20655.446435422924,10,1,0,1
434,Deborah King,17168.01,13658.26,14524.25,16657.1,15921.52,14761.66,12845.55,13630.38,16008.45,11340.47,17547.3,27963.19,51,0,3440,538,41373.79967925903,9,0,1,0
435,Michael Lewis,5133.0,3665.18,4447.52,2941.77,3864.73,3995.23,10751.67,11640.78,8016.76,9337.39,9994.42,9177.12,66,0,4137,869,11116.351960362772,6,0,1,5
436,Jade Martinez,8202.99,18609.73,22319.77,21296.06,28792.08,28674.24,29656.11,23797.45,29583.72,20283.34,26556.52,9373.51,80,1,3730,601,28865.700710473888,6,1,0,3
